Material,Series ID,Year,Month,Value
Copper and Brass Mill Shapes,WPU102502,2025,2,657.853
Copper and Brass Mill Shapes,WPU102502,2025,3,627.556
Copper and Brass Mill Shapes,WPU102502,2025,4,638.404
Copper and Brass Mill Shapes,WPU102502,2025,5,630.2
Education and Vocational Structures,WPUIP231233,2020,1,110.7
Education and Vocational Structures,WPUIP231233,2020,2,110.3
Education and Vocational Structures,WPUIP231233,2020,3,110.0
Education and Vocational Structures,WPUIP231233,2020,4,107.7
Education and Vocational Structures,WPUIP231233,2020,5,107.7
Education and Vocational Structures,WPUIP231233,2020,6,109.4
Education and Vocational Structures,WPUIP231233,2020,7,110.7
Education and Vocational Structures,WPUIP231233,2020,8,112.7
Education and Vocational Structures,WPUIP231233,2020,9,114.6
Education and Vocational Structures,WPUIP231233,2020,10,114.8
Education and Vocational Structures,WPUIP231233,2020,11,114.5
Education and Vocational Structures,WPUIP231233,2020,12,116.8
Education and Vocational Structures,WPUIP231233,2021,1,119.6
Education and Vocational Structures,WPUIP231233,2021,2,121.4
Education and Vocational Structures,WPUIP231233,2021,3,124.5
Education and Vocational Structures,WPUIP231233,2021,4,127.8
Education and Vocational Structures,WPUIP231233,2021,5,132.9
Education and Vocational Structures,WPUIP231233,2021,6,136.0
Education and Vocational Structures,WPUIP231233,2021,7,135.538
Education and Vocational Structures,WPUIP231233,2021,8,134.58
Education and Vocational Structures,WPUIP231233,2021,9,134.558
Education and Vocational Structures,WPUIP231233,2021,10,136.332
Education and Vocational Structures,WPUIP231233,2021,11,137.698
Education and Vocational Structures,WPUIP231233,2021,12,139.524
Education and Vocational Structures,WPUIP231233,2022,1,144.437
Education and Vocational Structures,WPUIP231233,2022,2,147.635
Education and Vocational Structures,WPUIP231233,2022,3,152.817
Education and Vocational Structures,WPUIP231233,2022,4,153.548
Education and Vocational Structures,WPUIP231233,2022,5,155.221
Education and Vocational Structures,WPUIP231233,2022,6,154.907
Education and Vocational Structures,WPUIP231233,2022,7,153.313
Education and Vocational Structures,WPUIP231233,2022,8,151.93
Education and Vocational Structures,WPUIP231233,2022,9,151.333
Education and Vocational Structures,WPUIP231233,2022,10,151.336
Education and Vocational Structures,WPUIP231233,2022,11,150.815
Education and Vocational Structures,WPUIP231233,2022,12,148.414
Education and Vocational Structures,WPUIP231233,2023,1,149.997
Education and Vocational Structures,WPUIP231233,2023,2,150.316
Education and Vocational Structures,WPUIP231233,2023,3,150.751
Education and Vocational Structures,WPUIP231233,2023,4,151.063
Education and Vocational Structures,WPUIP231233,2023,5,150.084
Education and Vocational Structures,WPUIP231233,2023,6,150.041
Education and Vocational Structures,WPUIP231233,2023,7,150.426
Education and Vocational Structures,WPUIP231233,2023,8,151.545
Education and Vocational Structures,WPUIP231233,2023,9,151.916
Education and Vocational Structures,WPUIP231233,2023,10,150.97
Education and Vocational Structures,WPUIP231233,2023,11,150.81
Education and Vocational Structures,WPUIP231233,2023,12,150.476
Education and Vocational Structures,WPUIP231233,2024,1,151.616
Education and Vocational Structures,WPUIP231233,2024,2,151.997
Education and Vocational Structures,WPUIP231233,2024,3,152.081
Education and Vocational Structures,WPUIP231233,2024,4,152.946
Education and Vocational Structures,WPUIP231233,2024,5,152.015
Education and Vocational Structures,WPUIP231233,2024,6,151.848
Education and Vocational Structures,WPUIP231233,2024,7,152.044
Education and Vocational Structures,WPUIP231233,2024,8,152.118
Education and Vocational Structures,WPUIP231233,2024,9,151.363
Education and Vocational Structures,WPUIP231233,2024,10,151.538
Education and Vocational Structures,WPUIP231233,2024,11,151.411
Education and Vocational Structures,WPUIP231233,2024,12,151.502
Education and Vocational Structures,WPUIP231233,2025,1,152.871
Education and Vocational Structures,WPUIP231233,2025,2,153.434
Education and Vocational Structures,WPUIP231233,2025,3,154.787
Education and Vocational Structures,WPUIP231233,2025,4,154.968
Education and Vocational Structures,WPUIP231233,2025,5,155.378
Electrical Contractors,PCU23821X23821X,2020,1,129.9
Electrical Contractors,PCU23821X23821X,2020,2,130.2
Electrical Contractors,PCU23821X23821X,2020,3,130.2
Electrical Contractors,PCU23821X23821X,2020,4,130.9
Electrical Contractors,PCU23821X23821X,2020,5,131.1
Electrical Contractors,PCU23821X23821X,2020,6,131.1
Electrical Contractors,PCU23821X23821X,2020,7,131.6
Electrical Contractors,PCU23821X23821X,2020,8,131.4
Electrical Contractors,PCU23821X23821X,2020,9,131.1
Electrical Contractors,PCU23821X23821X,2020,10,131.8
Electrical Contractors,PCU23821X23821X,2020,11,131.8
Electrical Contractors,PCU23821X23821X,2020,12,131.9
Electrical Contractors,PCU23821X23821X,2021,1,131.5
Electrical Contractors,PCU23821X23821X,2021,2,131.6
Electrical Contractors,PCU23821X23821X,2021,3,131.7
Electrical Contractors,PCU23821X23821X,2021,4,134.1
Electrical Contractors,PCU23821X23821X,2021,5,134.6
Electrical Contractors,PCU23821X23821X,2021,6,135.0
Electrical Contractors,PCU23821X23821X,2021,7,135.835
Electrical Contractors,PCU23821X23821X,2021,8,138.877
Electrical Contractors,PCU23821X23821X,2021,9,138.126
Electrical Contractors,PCU23821X23821X,2021,10,143.193
Electrical Contractors,PCU23821X23821X,2021,11,144.35
Electrical Contractors,PCU23821X23821X,2021,12,144.605
Electrical Contractors,PCU23821X23821X,2022,1,146.173
Electrical Contractors,PCU23821X23821X,2022,2,146.567
Electrical Contractors,PCU23821X23821X,2022,3,147.928
Electrical Contractors,PCU23821X23821X,2022,4,150.219
Electrical Contractors,PCU23821X23821X,2022,5,153.45
Electrical Contractors,PCU23821X23821X,2022,6,155.605
Electrical Contractors,PCU23821X23821X,2022,7,159.896
Electrical Contractors,PCU23821X23821X,2022,8,160.232
Electrical Contractors,PCU23821X23821X,2022,9,160.833
Electrical Contractors,PCU23821X23821X,2022,10,162.55
Electrical Contractors,PCU23821X23821X,2022,11,162.562
Electrical Contractors,PCU23821X23821X,2022,12,162.334
Electrical Contractors,PCU23821X23821X,2023,1,175.376
Electrical Contractors,PCU23821X23821X,2023,2,175.708
Electrical Contractors,PCU23821X23821X,2023,3,175.8
Electrical Contractors,PCU23821X23821X,2023,4,169.869
Electrical Contractors,PCU23821X23821X,2023,5,170.022
Electrical Contractors,PCU23821X23821X,2023,6,169.765
Electrical Contractors,PCU23821X23821X,2023,7,167.374
Electrical Contractors,PCU23821X23821X,2023,8,167.194
Electrical Contractors,PCU23821X23821X,2023,9,167.351
Electrical Contractors,PCU23821X23821X,2023,10,167.13
Electrical Contractors,PCU23821X23821X,2023,11,166.914
Electrical Contractors,PCU23821X23821X,2023,12,166.978
Electrical Contractors,PCU23821X23821X,2024,1,166.538
Electrical Contractors,PCU23821X23821X,2024,2,166.74
Electrical Contractors,PCU23821X23821X,2024,3,166.725
Electrical Contractors,PCU23821X23821X,2024,4,168.707
Electrical Contractors,PCU23821X23821X,2024,5,168.698
Electrical Contractors,PCU23821X23821X,2024,6,168.79
Electrical Contractors,PCU23821X23821X,2024,7,170.83
Electrical Contractors,PCU23821X23821X,2024,8,170.892
Electrical Contractors,PCU23821X23821X,2024,9,170.935
Electrical Contractors,PCU23821X23821X,2024,10,170.659
Electrical Contractors,PCU23821X23821X,2024,11,170.511
Electrical Contractors,PCU23821X23821X,2024,12,170.64
Electrical Contractors,PCU23821X23821X,2025,1,171.141
Electrical Contractors,PCU23821X23821X,2025,2,171.067
Electrical Contractors,PCU23821X23821X,2025,3,171.29
Electrical Contractors,PCU23821X23821X,2025,4,171.89
Electrical Contractors,PCU23821X23821X,2025,5,171.894
Engineering Services,WPU4532,2020,1,121.4
Engineering Services,WPU4532,2020,2,121.4
Engineering Services,WPU4532,2020,3,121.3
Engineering Services,WPU4532,2020,4,120.2
Engineering Services,WPU4532,2020,5,119.7
Engineering Services,WPU4532,2020,6,119.7
Engineering Services,WPU4532,2020,7,119.8
Engineering Services,WPU4532,2020,8,119.8
Engineering Services,WPU4532,2020,9,119.8
Engineering Services,WPU4532,2020,10,120.1
Engineering Services,WPU4532,2020,11,121.1
Engineering Services,WPU4532,2020,12,122.1
Engineering Services,WPU4532,2021,1,123.6
Engineering Services,WPU4532,2021,2,123.3
Engineering Services,WPU4532,2021,3,123.7
Engineering Services,WPU4532,2021,4,123.8
Engineering Services,WPU4532,2021,5,123.9
Engineering Services,WPU4532,2021,6,124.0
Engineering Services,WPU4532,2021,7,124.083
Engineering Services,WPU4532,2021,8,124.089
Engineering Services,WPU4532,2021,9,124.058
Engineering Services,WPU4532,2021,10,124.654
Engineering Services,WPU4532,2021,11,124.794
Engineering Services,WPU4532,2021,12,124.686
Engineering Services,WPU4532,2022,1,128.962
Engineering Services,WPU4532,2022,2,129.316
Engineering Services,WPU4532,2022,3,130.2
Engineering Services,WPU4532,2022,4,130.242
Engineering Services,WPU4532,2022,5,130.325
Engineering Services,WPU4532,2022,6,130.886
Engineering Services,WPU4532,2022,7,131.017
Engineering Services,WPU4532,2022,8,131.531
Engineering Services,WPU4532,2022,9,131.556
Engineering Services,WPU4532,2022,10,131.802
Engineering Services,WPU4532,2022,11,132.34
Engineering Services,WPU4532,2022,12,132.413
Engineering Services,WPU4532,2023,1,134.328
Engineering Services,WPU4532,2023,2,135.054
Engineering Services,WPU4532,2023,3,135.069
Engineering Services,WPU4532,2023,4,135.489
Engineering Services,WPU4532,2023,5,135.576
Engineering Services,WPU4532,2023,6,135.685
Engineering Services,WPU4532,2023,7,135.905
Engineering Services,WPU4532,2023,8,135.856
Engineering Services,WPU4532,2023,9,135.794
Engineering Services,WPU4532,2023,10,136.998
Engineering Services,WPU4532,2023,11,137.006
Engineering Services,WPU4532,2023,12,137.007
Engineering Services,WPU4532,2024,1,138.623
Engineering Services,WPU4532,2024,2,138.79
Engineering Services,WPU4532,2024,3,138.819
Engineering Services,WPU4532,2024,4,139.551
Engineering Services,WPU4532,2024,5,139.541
Engineering Services,WPU4532,2024,6,139.677
Engineering Services,WPU4532,2024,7,139.158
Engineering Services,WPU4532,2024,8,139.144
Engineering Services,WPU4532,2024,9,139.142
Engineering Services,WPU4532,2024,10,139.171
Engineering Services,WPU4532,2024,11,139.658
Engineering Services,WPU4532,2024,12,139.66
Engineering Services,WPU4532,2025,1,141.575
Engineering Services,WPU4532,2025,2,142.24
Engineering Services,WPU4532,2025,3,142.249
Engineering Services,WPU4532,2025,4,142.699
Engineering Services,WPU4532,2025,5,142.86
Fabricated Steel Plate,WPU1076,2020,1,219.1
Fabricated Steel Plate,WPU1076,2020,2,219.1
Fabricated Steel Plate,WPU1076,2020,3,219.1
Fabricated Steel Plate,WPU1076,2020,4,219.1
Fabricated Steel Plate,WPU1076,2020,5,219.4
Fabricated Steel Plate,WPU1076,2020,6,217.8
Fabricated Steel Plate,WPU1076,2020,7,216.2
Fabricated Steel Plate,WPU1076,2020,8,216.8
Fabricated Steel Plate,WPU1076,2020,9,215.2
Fabricated Steel Plate,WPU1076,2020,10,216.0
Fabricated Steel Plate,WPU1076,2020,11,215.7
Fabricated Steel Plate,WPU1076,2020,12,223.5
Fabricated Steel Plate,WPU1076,2021,1,230.9
Fabricated Steel Plate,WPU1076,2021,2,233.3
Fabricated Steel Plate,WPU1076,2021,3,255.7
Fabricated Steel Plate,WPU1076,2021,4,260.5
Fabricated Steel Plate,WPU1076,2021,5,270.6
Fabricated Steel Plate,WPU1076,2021,6,283.0
Fabricated Steel Plate,WPU1076,2021,7,301.741
Fabricated Steel Plate,WPU1076,2021,8,306.873
Fabricated Steel Plate,WPU1076,2021,9,313.441
Fabricated Steel Plate,WPU1076,2021,10,313.441
Fabricated Steel Plate,WPU1076,2021,11,317.14
Fabricated Steel Plate,WPU1076,2021,12,325.202
Fabricated Steel Plate,WPU1076,2022,1,327.558
Fabricated Steel Plate,WPU1076,2022,2,333.904
Fabricated Steel Plate,WPU1076,2022,3,332.234
Fabricated Steel Plate,WPU1076,2022,4,334.253
Fabricated Steel Plate,WPU1076,2022,5,333.963
Fabricated Steel Plate,WPU1076,2022,6,333.963
Fabricated Steel Plate,WPU1076,2022,7,335.299
Fabricated Steel Plate,WPU1076,2022,8,336.245
Fabricated Steel Plate,WPU1076,2022,9,336.245
Fabricated Steel Plate,WPU1076,2022,10,336.245
Fabricated Steel Plate,WPU1076,2022,11,333.302
Fabricated Steel Plate,WPU1076,2022,12,331.398
Fabricated Steel Plate,WPU1076,2023,1,331.398
Fabricated Steel Plate,WPU1076,2023,2,331.398
Fabricated Steel Plate,WPU1076,2023,3,330.753
Fabricated Steel Plate,WPU1076,2023,4,330.753
Fabricated Steel Plate,WPU1076,2023,5,330.753
Fabricated Steel Plate,WPU1076,2023,6,330.753
Fabricated Steel Plate,WPU1076,2023,7,330.753
Fabricated Steel Plate,WPU1076,2023,8,330.753
Fabricated Steel Plate,WPU1076,2023,9,330.753
Fabricated Steel Plate,WPU1076,2023,10,330.753
Fabricated Steel Plate,WPU1076,2023,11,330.753
Fabricated Steel Plate,WPU1076,2023,12,330.753
Fabricated Steel Plate,WPU1076,2024,1,330.753
Fabricated Steel Plate,WPU1076,2024,2,330.753
Fabricated Steel Plate,WPU1076,2024,3,330.753
Fabricated Steel Plate,WPU1076,2024,4,330.753
Fabricated Steel Plate,WPU1076,2024,5,330.753
Fabricated Steel Plate,WPU1076,2024,6,330.753
Fabricated Steel Plate,WPU1076,2024,7,330.753
Fabricated Steel Plate,WPU1076,2024,8,372.812
Fabricated Steel Plate,WPU1076,2024,9,372.812
Fabricated Steel Plate,WPU1076,2024,10,372.812
Fabricated Steel Plate,WPU1076,2024,11,372.812
Fabricated Steel Plate,WPU1076,2024,12,372.812
Fabricated Steel Plate,WPU1076,2025,1,372.812
Fabricated Steel Plate,WPU1076,2025,2,372.812
Fabricated Steel Plate,WPU1076,2025,3,372.812
Fabricated Steel Plate,WPU1076,2025,4,372.812
Fabricated Steel Plate,WPU1076,2025,5,372.812
Fabricated Structural Metal,WPU107405,2020,1,227.0
Fabricated Structural Metal,WPU107405,2020,2,228.8
Fabricated Structural Metal,WPU107405,2020,3,228.5
Fabricated Structural Metal,WPU107405,2020,4,226.3
Fabricated Structural Metal,WPU107405,2020,5,225.8
Fabricated Structural Metal,WPU107405,2020,6,226.5
Fabricated Structural Metal,WPU107405,2020,7,224.9
Fabricated Structural Metal,WPU107405,2020,8,228.4
Fabricated Structural Metal,WPU107405,2020,9,228.5
Fabricated Structural Metal,WPU107405,2020,10,223.9
Fabricated Structural Metal,WPU107405,2020,11,224.5
Fabricated Structural Metal,WPU107405,2020,12,226.5
Fabricated Structural Metal,WPU107405,2021,1,229.4
Fabricated Structural Metal,WPU107405,2021,2,235.7
Fabricated Structural Metal,WPU107405,2021,3,246.9
Fabricated Structural Metal,WPU107405,2021,4,256.1
Fabricated Structural Metal,WPU107405,2021,5,272.1
Fabricated Structural Metal,WPU107405,2021,6,289.3
Fabricated Structural Metal,WPU107405,2021,7,301.885
Fabricated Structural Metal,WPU107405,2021,8,312.952
Fabricated Structural Metal,WPU107405,2021,9,318.915
Fabricated Structural Metal,WPU107405,2021,10,318.789
Fabricated Structural Metal,WPU107405,2021,11,328.134
Fabricated Structural Metal,WPU107405,2021,12,334.326
Fabricated Structural Metal,WPU107405,2022,1,345.92
Fabricated Structural Metal,WPU107405,2022,2,350.573
Fabricated Structural Metal,WPU107405,2022,3,360.427
Fabricated Structural Metal,WPU107405,2022,4,375.396
Fabricated Structural Metal,WPU107405,2022,5,378.841
Fabricated Structural Metal,WPU107405,2022,6,380.968
Fabricated Structural Metal,WPU107405,2022,7,376.31
Fabricated Structural Metal,WPU107405,2022,8,374.454
Fabricated Structural Metal,WPU107405,2022,9,370.47
Fabricated Structural Metal,WPU107405,2022,10,364.901
Fabricated Structural Metal,WPU107405,2022,11,362.563
Fabricated Structural Metal,WPU107405,2022,12,359.374
Fabricated Structural Metal,WPU107405,2023,1,362.18
Fabricated Structural Metal,WPU107405,2023,2,363.481
Fabricated Structural Metal,WPU107405,2023,3,368.549
Fabricated Structural Metal,WPU107405,2023,4,369.53
Fabricated Structural Metal,WPU107405,2023,5,362.298
Fabricated Structural Metal,WPU107405,2023,6,363.429
Fabricated Structural Metal,WPU107405,2023,7,363.358
Fabricated Structural Metal,WPU107405,2023,8,364.127
Fabricated Structural Metal,WPU107405,2023,9,364.221
Fabricated Structural Metal,WPU107405,2023,10,362.887
Fabricated Structural Metal,WPU107405,2023,11,363.18
Fabricated Structural Metal,WPU107405,2023,12,371.944
Fabricated Structural Metal,WPU107405,2024,1,373.932
Fabricated Structural Metal,WPU107405,2024,2,368.557
Fabricated Structural Metal,WPU107405,2024,3,331.804
Fabricated Structural Metal,WPU107405,2024,4,330.356
Fabricated Structural Metal,WPU107405,2024,5,331.725
Fabricated Structural Metal,WPU107405,2024,6,328.093
Fabricated Structural Metal,WPU107405,2024,7,328.465
Fabricated Structural Metal,WPU107405,2024,8,333.46
Fabricated Structural Metal,WPU107405,2024,9,331.788
Fabricated Structural Metal,WPU107405,2024,10,332.189
Fabricated Structural Metal,WPU107405,2024,11,332.466
Fabricated Structural Metal,WPU107405,2024,12,332.41
Fabricated Structural Metal,WPU107405,2025,1,332.294
Fabricated Structural Metal,WPU107405,2025,2,338.798
Fabricated Structural Metal,WPU107405,2025,3,349.101
Fabricated Structural Metal,WPU107405,2025,4,353.432
Fabricated Structural Metal,WPU107405,2025,5,355.177
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,1,215.6
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,2,215.8
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,3,215.6
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,4,215.2
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,5,215.3
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,6,215.1
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,7,215.6
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,8,215.4
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,9,215.5
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,10,215.2
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,11,214.8
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2020,12,216.3
Fabricated Structural Metal Bar Joists and Rebar,WPU1074051,2021,1,217.0
