Material,Series ID,Year,Month,Value
Construction Employment,CES2000000001,2023,1,7922.0
Construction Employment,CES2000000001,2023,2,7947.0
Construction Employment,CES2000000001,2023,3,7931.0
Construction Employment,CES2000000001,2023,4,7955.0
Construction Employment,CES2000000001,2023,5,7965.0
Construction Employment,CES2000000001,2023,6,8006.0
Construction Employment,CES2000000001,2023,7,8014.0
Construction Employment,CES2000000001,2023,8,8039.0
Construction Employment,CES2000000001,2023,9,8049.0
Construction Employment,CES2000000001,2023,10,8076.0
Construction Employment,CES2000000001,2023,11,8085.0
Construction Employment,CES2000000001,2023,12,8099.0
Construction Employment,CES2000000001,2024,1,8113.0
Construction Employment,CES2000000001,2024,2,8136.0
Construction Employment,CES2000000001,2024,3,8170.0
Construction Employment,CES2000000001,2024,4,8173.0
Construction Employment,CES2000000001,2024,5,8188.0
Construction Employment,CES2000000001,2024,6,8203.0
Construction Employment,CES2000000001,2024,7,8214.0
Construction Employment,CES2000000001,2024,8,8237.0
Construction Employment,CES2000000001,2024,9,8267.0
Construction Employment,CES2000000001,2024,10,8268.0
Construction Employment,CES2000000001,2024,11,8274.0
Construction Employment,CES2000000001,2024,12,8289.0
Construction Employment,CES2000000001,2025,1,8286.0
Construction Employment,CES2000000001,2025,2,8298.0
Construction Employment,CES2000000001,2025,3,8303.0
Construction Employment,CES2000000001,2025,4,8310.0
Construction Employment,CES2000000001,2025,5,8314.0
Construction MAchinery and Equipment,WPU112,2020,1,236.3
Construction MAchinery and Equipment,WPU112,2020,2,236.5
Construction MAchinery and Equipment,WPU112,2020,3,236.5
Construction MAchinery and Equipment,WPU112,2020,4,236.6
Construction MAchinery and Equipment,WPU112,2020,5,236.6
Construction MAchinery and Equipment,WPU112,2020,6,236.6
Construction MAchinery and Equipment,WPU112,2020,7,236.5
Construction MAchinery and Equipment,WPU112,2020,8,236.5
Construction MAchinery and Equipment,WPU112,2020,9,236.5
Construction MAchinery and Equipment,WPU112,2020,10,236.7
Construction MAchinery and Equipment,WPU112,2020,11,236.7
Construction MAchinery and Equipment,WPU112,2020,12,236.8
Construction MAchinery and Equipment,WPU112,2021,1,240.8
Construction MAchinery and Equipment,WPU112,2021,2,241.1
Construction MAchinery and Equipment,WPU112,2021,3,241.3
Construction MAchinery and Equipment,WPU112,2021,4,241.5
Construction MAchinery and Equipment,WPU112,2021,5,243.4
Construction MAchinery and Equipment,WPU112,2021,6,246.9
Construction MAchinery and Equipment,WPU112,2021,7,247.682
Construction MAchinery and Equipment,WPU112,2021,8,248.835
Construction MAchinery and Equipment,WPU112,2021,9,249.86
Construction MAchinery and Equipment,WPU112,2021,10,257.313
Construction MAchinery and Equipment,WPU112,2021,11,258.281
Construction MAchinery and Equipment,WPU112,2021,12,260.38
Construction MAchinery and Equipment,WPU112,2022,1,261.208
Construction MAchinery and Equipment,WPU112,2022,2,262.762
Construction MAchinery and Equipment,WPU112,2022,3,263.433
Construction MAchinery and Equipment,WPU112,2022,4,270.673
Construction MAchinery and Equipment,WPU112,2022,5,271.423
Construction MAchinery and Equipment,WPU112,2022,6,274.14
Construction MAchinery and Equipment,WPU112,2022,7,275.184
Construction MAchinery and Equipment,WPU112,2022,8,282.317
Construction MAchinery and Equipment,WPU112,2022,9,282.714
Construction MAchinery and Equipment,WPU112,2022,10,282.777
Construction MAchinery and Equipment,WPU112,2022,11,283.298
Construction MAchinery and Equipment,WPU112,2022,12,283.37
Construction MAchinery and Equipment,WPU112,2023,1,293.057
Construction MAchinery and Equipment,WPU112,2023,2,294.047
Construction MAchinery and Equipment,WPU112,2023,3,294.9
Construction MAchinery and Equipment,WPU112,2023,4,295.79
Construction MAchinery and Equipment,WPU112,2023,5,295.959
Construction MAchinery and Equipment,WPU112,2023,6,296.072
Construction MAchinery and Equipment,WPU112,2023,7,300.789
Construction MAchinery and Equipment,WPU112,2023,8,300.774
Construction MAchinery and Equipment,WPU112,2023,9,301.307
Construction MAchinery and Equipment,WPU112,2023,10,301.308
Construction MAchinery and Equipment,WPU112,2023,11,304.092
Construction MAchinery and Equipment,WPU112,2023,12,304.493
Construction MAchinery and Equipment,WPU112,2024,1,306.102
Construction MAchinery and Equipment,WPU112,2024,2,306.62
Construction MAchinery and Equipment,WPU112,2024,3,306.279
Construction MAchinery and Equipment,WPU112,2024,4,306.901
Construction MAchinery and Equipment,WPU112,2024,5,307.083
Construction MAchinery and Equipment,WPU112,2024,6,307.27
Construction MAchinery and Equipment,WPU112,2024,7,307.808
Construction MAchinery and Equipment,WPU112,2024,8,307.627
Construction MAchinery and Equipment,WPU112,2024,9,307.144
Construction MAchinery and Equipment,WPU112,2024,10,307.294
Construction MAchinery and Equipment,WPU112,2024,11,307.945
Construction MAchinery and Equipment,WPU112,2024,12,307.7
Construction MAchinery and Equipment,WPU112,2025,1,307.768
Construction MAchinery and Equipment,WPU112,2025,2,308.354
Construction MAchinery and Equipment,WPU112,2025,3,308.742
Construction MAchinery and Equipment,WPU112,2025,4,311.22
Construction MAchinery and Equipment,WPU112,2025,5,313.321
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,1,359.2
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,2,360.7
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,3,362.1
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,4,363.5
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,5,364.1
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,6,365.4
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,7,366.0
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,8,366.5
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,9,366.2
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,10,364.9
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,11,366.1
Construction and Sand/Gravel/Crushed Stone,WPU1321,2020,12,367.0
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,1,371.8
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,2,373.7
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,3,375.5
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,4,375.0
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,5,378.8
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,6,380.1
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,7,380.954
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,8,381.652
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,9,381.952
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,10,381.642
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,11,382.786
Construction and Sand/Gravel/Crushed Stone,WPU1321,2021,12,381.9
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,1,397.43
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,2,401.761
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,3,405.056
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,4,407.889
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,5,410.942
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,6,421.041
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,7,423.964
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,8,426.326
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,9,427.221
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,10,427.121
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,11,426.491
Construction and Sand/Gravel/Crushed Stone,WPU1321,2022,12,427.784
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,1,448.834
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,2,453.383
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,3,453.625
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,4,454.204
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,5,456.832
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,6,459.279
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,7,457.388
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,8,462.007
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,9,462.53
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,10,462.522
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,11,462.94
Construction and Sand/Gravel/Crushed Stone,WPU1321,2023,12,464.123
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,1,483.259
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,2,484.347
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,3,486.019
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,4,487.973
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,5,489.005
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,6,489.514
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,7,493.173
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,8,497.818
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,9,498.699
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,10,499.677
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,11,499.723
Construction and Sand/Gravel/Crushed Stone,WPU1321,2024,12,500.486
Construction and Sand/Gravel/Crushed Stone,WPU1321,2025,1,520.421
Construction and Sand/Gravel/Crushed Stone,WPU1321,2025,2,522.819
Construction and Sand/Gravel/Crushed Stone,WPU1321,2025,3,522.365
Construction and Sand/Gravel/Crushed Stone,WPU1321,2025,4,523.94
Construction and Sand/Gravel/Crushed Stone,WPU1321,2025,5,524.783
Construction for Government ,WPUFD432,2020,1,129.2
Construction for Government ,WPUFD432,2020,2,129.3
Construction for Government ,WPUFD432,2020,3,129.0
Construction for Government ,WPUFD432,2020,4,129.6
Construction for Government ,WPUFD432,2020,5,129.6
Construction for Government ,WPUFD432,2020,6,129.5
Construction for Government ,WPUFD432,2020,7,130.1
Construction for Government ,WPUFD432,2020,8,130.0
Construction for Government ,WPUFD432,2020,9,129.8
Construction for Government ,WPUFD432,2020,10,129.4
Construction for Government ,WPUFD432,2020,11,129.6
Construction for Government ,WPUFD432,2020,12,129.5
Construction for Government ,WPUFD432,2021,1,129.8
Construction for Government ,WPUFD432,2021,2,130.0
Construction for Government ,WPUFD432,2021,3,130.2
Construction for Government ,WPUFD432,2021,4,131.8
Construction for Government ,WPUFD432,2021,5,132.5
Construction for Government ,WPUFD432,2021,6,133.0
Construction for Government ,WPUFD432,2021,7,135.098
Construction for Government ,WPUFD432,2021,8,135.809
Construction for Government ,WPUFD432,2021,9,136.363
Construction for Government ,WPUFD432,2021,10,142.215
Construction for Government ,WPUFD432,2021,11,142.645
Construction for Government ,WPUFD432,2021,12,142.568
Construction for Government ,WPUFD432,2022,1,146.508
Construction for Government ,WPUFD432,2022,2,147.209
Construction for Government ,WPUFD432,2022,3,148.227
Construction for Government ,WPUFD432,2022,4,153.034
Construction for Government ,WPUFD432,2022,5,153.784
Construction for Government ,WPUFD432,2022,6,154.515
Construction for Government ,WPUFD432,2022,7,160.649
Construction for Government ,WPUFD432,2022,8,160.853
Construction for Government ,WPUFD432,2022,9,161.302
Construction for Government ,WPUFD432,2022,10,165.435
Construction for Government ,WPUFD432,2022,11,165.506
Construction for Government ,WPUFD432,2022,12,165.484
Construction for Government ,WPUFD432,2023,1,168.44
Construction for Government ,WPUFD432,2023,2,168.54
Construction for Government ,WPUFD432,2023,3,168.856
Construction for Government ,WPUFD432,2023,4,168.449
Construction for Government ,WPUFD432,2023,5,168.673
Construction for Government ,WPUFD432,2023,6,168.65
Construction for Government ,WPUFD432,2023,7,166.901
Construction for Government ,WPUFD432,2023,8,166.978
Construction for Government ,WPUFD432,2023,9,167.044
Construction for Government ,WPUFD432,2023,10,166.728
Construction for Government ,WPUFD432,2023,11,166.586
Construction for Government ,WPUFD432,2023,12,166.523
Construction for Government ,WPUFD432,2024,1,167.15
Construction for Government ,WPUFD432,2024,2,167.118
Construction for Government ,WPUFD432,2024,3,167.222
Construction for Government ,WPUFD432,2024,4,167.961
Construction for Government ,WPUFD432,2024,5,167.786
Construction for Government ,WPUFD432,2024,6,168.184
Construction for Government ,WPUFD432,2024,7,170.021
Construction for Government ,WPUFD432,2024,8,170.035
Construction for Government ,WPUFD432,2024,9,170.15
Construction for Government ,WPUFD432,2024,10,170.027
Construction for Government ,WPUFD432,2024,11,170.075
Construction for Government ,WPUFD432,2024,12,170.257
Construction for Government ,WPUFD432,2025,1,171.695
Construction for Government ,WPUFD432,2025,2,171.879
Construction for Government ,WPUFD432,2025,3,172.495
Construction for Government ,WPUFD432,2025,4,171.622
Construction for Government ,WPUFD432,2025,5,172.184
Construction for Private Capital Investment,WPUFD431,2020,1,129.7
Construction for Private Capital Investment,WPUFD431,2020,2,129.9
Construction for Private Capital Investment,WPUFD431,2020,3,129.8
Construction for Private Capital Investment,WPUFD431,2020,4,130.5
Construction for Private Capital Investment,WPUFD431,2020,5,130.5
Construction for Private Capital Investment,WPUFD431,2020,6,130.4
Construction for Private Capital Investment,WPUFD431,2020,7,131.1
Construction for Private Capital Investment,WPUFD431,2020,8,130.8
Construction for Private Capital Investment,WPUFD431,2020,9,130.6
Construction for Private Capital Investment,WPUFD431,2020,10,130.6
Construction for Private Capital Investment,WPUFD431,2020,11,130.7
Construction for Private Capital Investment,WPUFD431,2020,12,130.7
Construction for Private Capital Investment,WPUFD431,2021,1,131.1
Construction for Private Capital Investment,WPUFD431,2021,2,131.3
Construction for Private Capital Investment,WPUFD431,2021,3,131.9
Construction for Private Capital Investment,WPUFD431,2021,4,133.7
Construction for Private Capital Investment,WPUFD431,2021,5,134.6
Construction for Private Capital Investment,WPUFD431,2021,6,134.7
Construction for Private Capital Investment,WPUFD431,2021,7,137.196
Construction for Private Capital Investment,WPUFD431,2021,8,137.556
Construction for Private Capital Investment,WPUFD431,2021,9,137.772
Construction for Private Capital Investment,WPUFD431,2021,10,147.209
Construction for Private Capital Investment,WPUFD431,2021,11,147.757
Construction for Private Capital Investment,WPUFD431,2021,12,148.195
Construction for Private Capital Investment,WPUFD431,2022,1,153.666
Construction for Private Capital Investment,WPUFD431,2022,2,154.632
Construction for Private Capital Investment,WPUFD431,2022,3,155.532
Construction for Private Capital Investment,WPUFD431,2022,4,161.477
Construction for Private Capital Investment,WPUFD431,2022,5,162.062
Construction for Private Capital Investment,WPUFD431,2022,6,163.025
Construction for Private Capital Investment,WPUFD431,2022,7,172.019
Construction for Private Capital Investment,WPUFD431,2022,8,172.298
Construction for Private Capital Investment,WPUFD431,2022,9,172.658
Construction for Private Capital Investment,WPUFD431,2022,10,177.229
Construction for Private Capital Investment,WPUFD431,2022,11,177.358
Construction for Private Capital Investment,WPUFD431,2022,12,177.474
Construction for Private Capital Investment,WPUFD431,2023,1,180.849
Construction for Private Capital Investment,WPUFD431,2023,2,180.876
Construction for Private Capital Investment,WPUFD431,2023,3,181.016
Construction for Private Capital Investment,WPUFD431,2023,4,180.752
Construction for Private Capital Investment,WPUFD431,2023,5,180.975
Construction for Private Capital Investment,WPUFD431,2023,6,181.049
Construction for Private Capital Investment,WPUFD431,2023,7,178.756
Construction for Private Capital Investment,WPUFD431,2023,8,178.944
Construction for Private Capital Investment,WPUFD431,2023,9,179.053
Construction for Private Capital Investment,WPUFD431,2023,10,178.557
Construction for Private Capital Investment,WPUFD431,2023,11,178.171
Construction for Private Capital Investment,WPUFD431,2023,12,178.291
Construction for Private Capital Investment,WPUFD431,2024,1,178.761
Construction for Private Capital Investment,WPUFD431,2024,2,178.693
Construction for Private Capital Investment,WPUFD431,2024,3,178.907
Construction for Private Capital Investment,WPUFD431,2024,4,178.874
Construction for Private Capital Investment,WPUFD431,2024,5,178.997
Construction for Private Capital Investment,WPUFD431,2024,6,179.66
Construction for Private Capital Investment,WPUFD431,2024,7,180.747
Construction for Private Capital Investment,WPUFD431,2024,8,180.675
Construction for Private Capital Investment,WPUFD431,2024,9,180.911
Construction for Private Capital Investment,WPUFD431,2024,10,180.411
Construction for Private Capital Investment,WPUFD431,2024,11,180.398
Construction for Private Capital Investment,WPUFD431,2024,12,180.723
Construction for Private Capital Investment,WPUFD431,2025,1,181.954
Construction for Private Capital Investment,WPUFD431,2025,2,182.028
Construction for Private Capital Investment,WPUFD431,2025,3,182.4
Construction for Private Capital Investment,WPUFD431,2025,4,181.602
Construction for Private Capital Investment,WPUFD431,2025,5,182.021
Consumer Price Index (CPI-U),CUUR0000SA0,2020,1,257.971
Consumer Price Index (CPI-U),CUUR0000SA0,2020,2,258.678
Consumer Price Index (CPI-U),CUUR0000SA0,2020,3,258.115
Consumer Price Index (CPI-U),CUUR0000SA0,2020,4,256.389
Consumer Price Index (CPI-U),CUUR0000SA0,2020,5,256.394
Consumer Price Index (CPI-U),CUUR0000SA0,2020,6,257.797
Consumer Price Index (CPI-U),CUUR0000SA0,2020,7,259.101
Consumer Price Index (CPI-U),CUUR0000SA0,2020,8,259.918
Consumer Price Index (CPI-U),CUUR0000SA0,2020,9,260.28
Consumer Price Index (CPI-U),CUUR0000SA0,2020,10,260.388
Consumer Price Index (CPI-U),CUUR0000SA0,2020,11,260.229
Consumer Price Index (CPI-U),CUUR0000SA0,2020,12,260.474
Consumer Price Index (CPI-U),CUUR0000SA0,2021,1,261.582
Consumer Price Index (CPI-U),CUUR0000SA0,2021,2,263.014
Consumer Price Index (CPI-U),CUUR0000SA0,2021,3,264.877
Consumer Price Index (CPI-U),CUUR0000SA0,2021,4,267.054
Consumer Price Index (CPI-U),CUUR0000SA0,2021,5,269.195
Consumer Price Index (CPI-U),CUUR0000SA0,2021,6,271.696
Consumer Price Index (CPI-U),CUUR0000SA0,2021,7,273.003
Consumer Price Index (CPI-U),CUUR0000SA0,2021,8,273.567
Consumer Price Index (CPI-U),CUUR0000SA0,2021,9,274.31
Consumer Price Index (CPI-U),CUUR0000SA0,2021,10,276.589
Consumer Price Index (CPI-U),CUUR0000SA0,2021,11,277.948
Consumer Price Index (CPI-U),CUUR0000SA0,2021,12,278.802
Consumer Price Index (CPI-U),CUUR0000SA0,2022,1,281.148
Consumer Price Index (CPI-U),CUUR0000SA0,2022,2,283.716
Consumer Price Index (CPI-U),CUUR0000SA0,2022,3,287.504
Consumer Price Index (CPI-U),CUUR0000SA0,2022,4,289.109
Consumer Price Index (CPI-U),CUUR0000SA0,2022,5,292.296
Consumer Price Index (CPI-U),CUUR0000SA0,2022,6,296.311
Consumer Price Index (CPI-U),CUUR0000SA0,2022,7,296.276
Consumer Price Index (CPI-U),CUUR0000SA0,2022,8,296.171
Consumer Price Index (CPI-U),CUUR0000SA0,2022,9,296.808
Consumer Price Index (CPI-U),CUUR0000SA0,2022,10,298.012
Consumer Price Index (CPI-U),CUUR0000SA0,2022,11,297.711
Consumer Price Index (CPI-U),CUUR0000SA0,2022,12,296.797
Consumer Price Index (CPI-U),CUUR0000SA0,2023,1,299.17
Consumer Price Index (CPI-U),CUUR0000SA0,2023,2,300.84
Consumer Price Index (CPI-U),CUUR0000SA0,2023,3,301.836
Consumer Price Index (CPI-U),CUUR0000SA0,2023,4,303.363
Consumer Price Index (CPI-U),CUUR0000SA0,2023,5,304.127
Consumer Price Index (CPI-U),CUUR0000SA0,2023,6,305.109
Consumer Price Index (CPI-U),CUUR0000SA0,2023,7,305.691
Consumer Price Index (CPI-U),CUUR0000SA0,2023,8,307.026
Consumer Price Index (CPI-U),CUUR0000SA0,2023,9,307.789
Consumer Price Index (CPI-U),CUUR0000SA0,2023,10,307.671
Consumer Price Index (CPI-U),CUUR0000SA0,2023,11,307.051
Consumer Price Index (CPI-U),CUUR0000SA0,2023,12,306.746
Consumer Price Index (CPI-U),CUUR0000SA0,2024,1,308.417
Consumer Price Index (CPI-U),CUUR0000SA0,2024,2,310.326
Consumer Price Index (CPI-U),CUUR0000SA0,2024,3,312.332
Consumer Price Index (CPI-U),CUUR0000SA0,2024,4,313.548
Consumer Price Index (CPI-U),CUUR0000SA0,2024,5,314.069
Consumer Price Index (CPI-U),CUUR0000SA0,2024,6,314.175
Consumer Price Index (CPI-U),CUUR0000SA0,2024,7,314.54
Consumer Price Index (CPI-U),CUUR0000SA0,2024,8,314.796
Consumer Price Index (CPI-U),CUUR0000SA0,2024,9,315.301
Consumer Price Index (CPI-U),CUUR0000SA0,2024,10,315.664
Consumer Price Index (CPI-U),CUUR0000SA0,2024,11,315.493
Consumer Price Index (CPI-U),CUUR0000SA0,2024,12,315.605
Consumer Price Index (CPI-U),CUUR0000SA0,2025,1,317.671
Consumer Price Index (CPI-U),CUUR0000SA0,2025,2,319.082
Consumer Price Index (CPI-U),CUUR0000SA0,2025,3,319.799
Consumer Price Index (CPI-U),CUUR0000SA0,2025,4,320.795
Consumer Price Index (CPI-U),CUUR0000SA0,2025,5,321.465
Copper Base Scrap,WPU102301,2020,1,414.7
Copper Base Scrap,WPU102301,2020,2,388.4
Copper Base Scrap,WPU102301,2020,3,369.0
Copper Base Scrap,WPU102301,2020,4,345.6
Copper Base Scrap,WPU102301,2020,5,361.9
Copper Base Scrap,WPU102301,2020,6,394.3
Copper Base Scrap,WPU102301,2020,7,438.9
Copper Base Scrap,WPU102301,2020,8,440.1
Copper Base Scrap,WPU102301,2020,9,454.1
Copper Base Scrap,WPU102301,2020,10,454.6
Copper Base Scrap,WPU102301,2020,11,465.5
Copper Base Scrap,WPU102301,2020,12,521.6
Copper Base Scrap,WPU102301,2021,1,537.9
Copper Base Scrap,WPU102301,2021,2,540.8
Copper Base Scrap,WPU102301,2021,3,602.4
Copper Base Scrap,WPU102301,2021,4,620.4
Copper Base Scrap,WPU102301,2021,5,667.3
Copper Base Scrap,WPU102301,2021,6,642.0
Copper Base Scrap,WPU102301,2021,7,636.73
Copper Base Scrap,WPU102301,2021,8,634.905
Copper Base Scrap,WPU102301,2021,9,633.768
Copper Base Scrap,WPU102301,2021,10,652.017
Copper Base Scrap,WPU102301,2021,11,653.3
Copper Base Scrap,WPU102301,2021,12,649.54
Copper Base Scrap,WPU102301,2022,1,666.758
Copper Base Scrap,WPU102301,2022,2,675.849
Copper Base Scrap,WPU102301,2022,3,686.743
Copper Base Scrap,WPU102301,2022,4,696.886
Copper Base Scrap,WPU102301,2022,5,645.087
Copper Base Scrap,WPU102301,2022,6,627.662
Copper Base Scrap,WPU102301,2022,7,532.319
Copper Base Scrap,WPU102301,2022,8,548.367
Copper Base Scrap,WPU102301,2022,9,554.965
Copper Base Scrap,WPU102301,2022,10,539.245
Copper Base Scrap,WPU102301,2022,11,588.507
Copper Base Scrap,WPU102301,2022,12,600.617
Copper Base Scrap,WPU102301,2023,1,617.438
Copper Base Scrap,WPU102301,2023,2,622.791
Copper Base Scrap,WPU102301,2023,3,624.212
Copper Base Scrap,WPU102301,2023,4,621.739
Copper Base Scrap,WPU102301,2023,5,604.814
Copper Base Scrap,WPU102301,2023,6,607.693
Copper Base Scrap,WPU102301,2023,7,607.231
Copper Base Scrap,WPU102301,2023,8,602.917
Copper Base Scrap,WPU102301,2023,9,599.074
Copper Base Scrap,WPU102301,2023,10,583.059
Copper Base Scrap,WPU102301,2023,11,585.86
Copper Base Scrap,WPU102301,2023,12,596.211
Copper Base Scrap,WPU102301,2024,1,593.74
Copper Base Scrap,WPU102301,2024,2,603.118
Copper Base Scrap,WPU102301,2024,3,627.739
Copper Base Scrap,WPU102301,2024,4,665.994
Copper Base Scrap,WPU102301,2024,5,716.708
Copper Base Scrap,WPU102301,2024,6,682.783
Copper Base Scrap,WPU102301,2024,7,697.568
Copper Base Scrap,WPU102301,2024,8,634.606
Copper Base Scrap,WPU102301,2024,9,639.548
Copper Base Scrap,WPU102301,2024,10,664.003
Copper Base Scrap,WPU102301,2024,11,642.581
Copper Base Scrap,WPU102301,2024,12,650.009
Copper Base Scrap,WPU102301,2025,1,653.567
Copper Base Scrap,WPU102301,2025,2,669.057
Copper Base Scrap,WPU102301,2025,3,700.656
Copper Base Scrap,WPU102301,2025,4,650.684
Copper Base Scrap,WPU102301,2025,5,662.723
Copper and Brass Mill Shapes,WPU102502,2020,1,392.8
Copper and Brass Mill Shapes,WPU102502,2020,2,378.4
Copper and Brass Mill Shapes,WPU102502,2020,3,372.8
Copper and Brass Mill Shapes,WPU102502,2020,4,361.7
Copper and Brass Mill Shapes,WPU102502,2020,5,362.8
Copper and Brass Mill Shapes,WPU102502,2020,6,376.0
Copper and Brass Mill Shapes,WPU102502,2020,7,401.7
Copper and Brass Mill Shapes,WPU102502,2020,8,416.2
Copper and Brass Mill Shapes,WPU102502,2020,9,428.7
Copper and Brass Mill Shapes,WPU102502,2020,10,435.8
Copper and Brass Mill Shapes,WPU102502,2020,11,442.7
Copper and Brass Mill Shapes,WPU102502,2020,12,478.0
Copper and Brass Mill Shapes,WPU102502,2021,1,491.9
Copper and Brass Mill Shapes,WPU102502,2021,2,492.7
Copper and Brass Mill Shapes,WPU102502,2021,3,537.5
Copper and Brass Mill Shapes,WPU102502,2021,4,548.8
Copper and Brass Mill Shapes,WPU102502,2021,5,597.8
Copper and Brass Mill Shapes,WPU102502,2021,6,604.2
Copper and Brass Mill Shapes,WPU102502,2021,7,598.259
Copper and Brass Mill Shapes,WPU102502,2021,8,604.921
Copper and Brass Mill Shapes,WPU102502,2021,9,600.569
Copper and Brass Mill Shapes,WPU102502,2021,10,600.876
Copper and Brass Mill Shapes,WPU102502,2021,11,607.967
Copper and Brass Mill Shapes,WPU102502,2021,12,589.898
Copper and Brass Mill Shapes,WPU102502,2022,1,608.176
Copper and Brass Mill Shapes,WPU102502,2022,2,612.889
Copper and Brass Mill Shapes,WPU102502,2022,3,630.319
Copper and Brass Mill Shapes,WPU102502,2022,4,644.25
Copper and Brass Mill Shapes,WPU102502,2022,5,617.893
Copper and Brass Mill Shapes,WPU102502,2022,6,618.559
Copper and Brass Mill Shapes,WPU102502,2022,7,552.613
Copper and Brass Mill Shapes,WPU102502,2022,8,552.951
Copper and Brass Mill Shapes,WPU102502,2022,9,559.195
Copper and Brass Mill Shapes,WPU102502,2022,10,531.671
Copper and Brass Mill Shapes,WPU102502,2022,11,571.548
Copper and Brass Mill Shapes,WPU102502,2022,12,576.411
Copper and Brass Mill Shapes,WPU102502,2023,1,589.239
Copper and Brass Mill Shapes,WPU102502,2023,2,600.962
Copper and Brass Mill Shapes,WPU102502,2023,3,601.153
Copper and Brass Mill Shapes,WPU102502,2023,4,595.904
Copper and Brass Mill Shapes,WPU102502,2023,5,582.577
Copper and Brass Mill Shapes,WPU102502,2023,6,571.262
Copper and Brass Mill Shapes,WPU102502,2023,7,571.639
Copper and Brass Mill Shapes,WPU102502,2023,8,572.407
Copper and Brass Mill Shapes,WPU102502,2023,9,573.764
Copper and Brass Mill Shapes,WPU102502,2023,10,566.365
Copper and Brass Mill Shapes,WPU102502,2023,11,564.71
Copper and Brass Mill Shapes,WPU102502,2023,12,570.562
Copper and Brass Mill Shapes,WPU102502,2024,1,575.231
Copper and Brass Mill Shapes,WPU102502,2024,2,574.347
Copper and Brass Mill Shapes,WPU102502,2024,3,584.922
Copper and Brass Mill Shapes,WPU102502,2024,4,610.592
Copper and Brass Mill Shapes,WPU102502,2024,5,638.242
Copper and Brass Mill Shapes,WPU102502,2024,6,651.505
Copper and Brass Mill Shapes,WPU102502,2024,7,630.538
Copper and Brass Mill Shapes,WPU102502,2024,8,618.575
Copper and Brass Mill Shapes,WPU102502,2024,9,622.693
Copper and Brass Mill Shapes,WPU102502,2024,10,634.984
Copper and Brass Mill Shapes,WPU102502,2024,11,649.174
Copper and Brass Mill Shapes,WPU102502,2024,12,637.511
Copper and Brass Mill Shapes,WPU102502,2025,1,645.99
